Customer_ID,feature_snapshot_date,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Utilization_Ratio,Monthly_Balance,credit_history_months,num_loan_types,log_Annual_Income,debt_to_income,emi_to_salary,investment_rate,has_credit_limit_change,balance_to_debt,inq_per_loan,Credit_Mix_vec,Payment_Behaviour_vec,Payment_of_Min_Amount_vec,Occupation_vec,Age_group_vec,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20
CUS_0x80ca,2023-02-01,8.0,4.0,19.0,20,12.0,13.33,2.0,28.314668191680173,180.5686659799578,393,1,11.60592260813025,0.0005029802490955012,0.00813196809623658,1.1214024707860637,1,3.230759181138039,1.0,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[1],[1.0])",-10.0,71.0,106.0,165.0,84.0,171.0,170.0,-16.0,-27.0,114.0,72.0,108.0,-26.0,246.0,240.0,185.0,-9.0,-53.0,26.0,111.0
CUS_0x8135,2023-02-01,3.0,4.0,1.0,9,4.0,1.71,3.0,28.302123283974968,417.91322082128306,309,3,12.751253318126466,0.0006796836954757322,0.020363626645857447,0.03387356440306349,1,1.7789757976103409,0.75,"(4,[1],[1.0])","(7,[4],[1.0])","(3,[1],[1.0])","(16,[5],[1.0])","(4,[0],[1.0])",-42.0,258.0,143.0,60.0,156.0,172.0,179.0,112.0,153.0,12.0,20.0,253.0,161.0,48.0,160.0,73.0,110.0,93.0,139.0,91.0
CUS_0x81b8,2023-02-01,3.0,5.0,14.0,24,20.0,10.14,2.0,38.94598026421812,268.88678887576253,255,3,16.904953733158738,6.70193696800214e-05,0.02039802497899671,0.09311672811328478,1,0.18321382478481169,0.5,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[1],[1.0])",161.0,108.0,89.0,159.0,-24.0,252.0,195.0,41.0,87.0,-57.0,15.0,161.0,122.0,63.0,-24.0,123.0,137.0,150.0,63.0,-27.0
CUS_0x8208,2023-02-01,1.0,4.0,32.0,9,6.0,1.63,6.0,29.04609172822285,216.65085451686818,364,3,11.455879868295597,0.014214266884477385,0.018820634470854778,0.08775075828360651,1,0.1619896059994107,1.5,"(4,[1],[1.0])","(7,[5],[1.0])","(3,[1],[1.0])","(16,[6],[1.0])","(4,[0],[1.0])",-21.0,46.0,-23.0,-65.0,-15.0,92.0,55.0,122.0,176.0,71.0,139.0,253.0,104.0,-207.0,-87.0,51.0,250.0,261.0,64.0,92.0
CUS_0x8247,2023-02-01,8.0,6.0,19.0,56,23.0,3.06,11.0,30.000981597446746,248.3829766614217,57,5,9.176902505885172,0.3688092936207173,0.04806415412730289,0.10843344231446098,1,0.06989805417368686,1.8333333333333333,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[3],[1.0])",134.0,85.0,155.0,24.0,109.0,180.0,-25.0,25.0,66.0,179.0,70.0,140.0,32.0,112.0,222.0,-5.0,132.0,25.0,216.0,190.0
CUS_0x825e,2023-02-01,9.0,8.0,28.0,58,15.0,16.27,12.0,26.527868804102308,252.2713203136884,218,3,9.863436614841808,0.08206950784316888,0.017487227599421864,0.10326597119382712,1,0.1605065561733188,3.0,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[14],[1.0])","(4,[0],[1.0])",36.0,36.0,227.0,136.0,54.0,114.0,-107.0,96.0,56.0,118.0,213.0,-27.0,78.0,-85.0,101.0,105.0,68.0,-37.0,259.0,85.0
CUS_0x8277,2023-02-01,4.0,5.0,1.0,2,3.0,7.44,2.0,34.775877224175446,906.780974472682,191,4,11.74390606622669,0.010118469500921868,0.024201461970579773,0.01162832285195966,1,0.7115609318936806,0.019801980198019802,"(4,[1],[1.0])","(7,[6],[1.0])","(3,[1],[1.0])","(16,[9],[1.0])","(4,[0],[1.0])",155.0,-27.0,-39.0,50.0,205.0,131.0,256.0,1.0,20.0,43.0,59.0,156.0,112.0,133.0,185.0,186.0,72.0,208.0,122.0,262.0
CUS_0x82a1,2023-02-01,8.0,10.0,27.0,57,23.0,6.22,11.0,33.40081200641864,276.8392858750872,69,7,9.722319929704216,0.15515186166052675,0.055968718726237425,0.05549398888311233,1,0.10728006868161756,1.375,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[2],[1.0])",-114.0,71.0,16.0,51.0,94.0,119.0,57.0,100.0,113.0,189.0,121.0,67.0,83.0,256.0,66.0,13.0,14.0,91.0,209.0,108.0
CUS_0x82b6,2023-02-01,6.0,6.0,27.0,56,23.0,3.16,9.0,30.069614922881087,511.1210395049202,106,7,10.981327754133753,0.03361692446363602,0.035379761039976663,0.012884361918906783,1,0.25909844906777985,0.0891089108910891,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[0],[1.0])",173.0,258.0,102.0,13.0,81.0,58.0,172.0,149.0,188.0,112.0,53.0,169.0,171.0,79.0,117.0,165.0,13.0,204.0,243.0,-19.0
CUS_0x83cc,2023-02-01,2.0,5.0,9.0,11,4.0,7.83,14.0,32.62561254905799,930.5993937378283,329,-1,11.736454861836469,0.00978038555360715,0.0,0.10358776393694415,1,0.7610981795541154,14.0,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",13.0,110.0,127.0,-124.0,112.0,100.0,265.0,266.0,206.0,56.0,168.0,118.0,258.0,256.0,122.0,46.0,249.0,23.0,205.0,5.0
CUS_0x8425,2023-02-01,1.0,4.0,5.0,0,9.0,10.21,3.0,30.47609592960393,348.1603449199367,236,4,10.305928091242244,0.039452145479347625,0.021642404787118767,0.0396322717463201,1,0.2956505515880208,0.6,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[14],[1.0])","(4,[2],[1.0])",183.0,59.0,155.0,122.0,49.0,252.0,64.0,231.0,271.0,123.0,187.0,253.0,137.0,70.0,8.0,204.0,-90.0,15.0,180.0,120.0
CUS_0x8432,2023-02-01,6.0,7.0,20.0,53,23.0,10.17,14.0,33.39150992471307,246.89052430529307,161,2,9.608263107770616,0.1672057170915593,0.012774231510552255,0.11838022180014576,1,0.09954483274916999,4.666666666666667,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[2],[1.0])",-11.0,103.0,82.0,246.0,258.0,-115.0,196.0,44.0,141.0,-1.0,79.0,56.0,6.0,149.0,-129.0,151.0,258.0,77.0,261.0,-35.0
CUS_0x8562,2023-02-01,8.0,6.0,23.0,59,18.0,-3.57,10.0,39.56419195415575,311.9771561208821,141,7,10.290203997732469,0.12659232586053357,0.05079456739001662,0.016345729601653945,1,0.08394792062745113,1.25,"(4,[3],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[13],[1.0])","(4,[0],[1.0])",76.0,-11.0,96.0,187.0,190.0,39.0,-45.0,248.0,110.0,189.0,-83.0,208.0,134.0,125.0,135.0,-71.0,134.0,123.0,-109.0,186.0
CUS_0x85fa,2023-02-01,9.0,8.0,32.0,62,20.0,10.56,7.0,33.637130330472594,556.1648332208313,117,4,11.328127724963503,0.02804339468025162,0.07291780319254473,0.02696366983274141,1,0.23890403925135442,1.4,"(4,[3],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[13],[1.0])","(4,[2],[1.0])",3.0,8.0,47.0,128.0,30.0,16.0,99.0,84.0,241.0,28.0,201.0,121.0,147.0,256.0,80.0,143.0,-42.0,-68.0,-22.0,213.0
CUS_0x87d8,2023-02-01,2.0,1.0,11.0,6,7.0,10.09,5.0,32.75852448641325,634.5065877255997,334,1,11.394362174994598,0.005057782317318393,0.009528745067338069,1.4004529998636894,1,1.411515420397574,2.5,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[3],[1.0])","(4,[1],[1.0])",124.0,108.0,204.0,-88.0,170.0,38.0,242.0,180.0,186.0,194.0,75.0,183.0,-58.0,229.0,62.0,257.0,112.0,200.0,-37.0,25.0
CUS_0x88ca,2023-02-01,1.0,7.0,3.0,5,12.0,1.25,6.0,26.89337521871909,317.5756394547976,305,4,10.309657079149977,0.04304766574487178,0.11815803552661328,0.0535949430283973,1,0.24632010102123003,1.2,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[15],[1.0])","(4,[1],[1.0])",119.0,90.0,-38.0,169.0,2.0,225.0,21.0,142.0,177.0,73.0,139.0,104.0,39.0,256.0,23.0,44.0,-22.0,261.0,186.0,262.0
CUS_0x893f,2023-02-01,4.0,6.0,12.0,18,11.0,19.13,0.0,41.18616792256767,464.47440002706986,269,4,10.895948642668705,0.008023378477656044,0.035178939869190864,0.01508540228136416,1,1.0727193953426204,0.0,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[1],[1.0])",73.0,80.0,61.0,102.0,229.0,132.0,174.0,18.0,271.0,241.0,213.0,119.0,184.0,132.0,49.0,103.0,258.0,163.0,-123.0,-53.0
CUS_0x894e,2023-02-01,0.0,5.0,4.0,3,10.0,3.16,4.0,35.653452130906025,409.42259306269233,200,1,10.514404363400665,0.011252255893279453,0.010055476149182186,0.05881337451742296,1,0.9876373882536633,2.0,"(4,[2],[1.0])","(7,[4],[1.0])","(3,[1],[1.0])","(16,[4],[1.0])","(4,[0],[1.0])",77.0,-47.0,184.0,119.0,50.0,144.0,199.0,129.0,256.0,171.0,55.0,253.0,-89.0,35.0,79.0,27.0,54.0,159.0,129.0,-36.0
CUS_0x8958,2023-02-01,5.0,4.0,27.0,29,8.0,8.63,11.0,38.90133499630512,291.5890925242753,212,5,9.556085199228331,0.18049145036028655,0.053697716645204875,0.034936564475500545,1,0.11467696127030254,1.8333333333333333,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[0],[1.0])",35.0,119.0,261.0,237.0,100.0,109.0,121.0,-106.0,47.0,96.0,179.0,-222.0,65.0,128.0,150.0,78.0,119.0,214.0,48.0,96.0
CUS_0x896e,2023-02-01,0.0,5.0,4.0,7,5.0,4.88,3.0,25.671423882852693,297.4508949400139,323,4,10.335548177011464,0.022987110404669872,0.03163486003649419,0.054941149508427684,1,0.4208275450366806,0.6,"(4,[2],[1.0])","(7,[4],[1.0])","(3,[1],[1.0])","(16,[4],[1.0])","(4,[1],[1.0])",-36.0,250.0,95.0,71.0,39.0,63.0,168.0,158.0,145.0,108.0,90.0,164.0,102.0,26.0,18.0,78.0,127.0,125.0,70.0,-1.0
CUS_0x898a,2023-02-01,3.0,4.0,4.0,1,3.0,10.75,4.0,32.512408507387164,765.1258092282678,402,-1,11.868810897326696,0.008364601343380197,0.0,0.058439121944212566,1,0.6411094637893454,4.0,"(4,[1],[1.0])","(7,[6],[1.0])","(3,[1],[1.0])","(16,[10],[1.0])","(4,[1],[1.0])",182.0,192.0,98.0,110.0,179.0,40.0,117.0,202.0,60.0,175.0,93.0,-32.0,75.0,137.0,-48.0,125.0,-216.0,261.0,148.0,90.0
CUS_0x89b4,2023-02-01,7.0,5.0,11.0,24,6.0,7.35,7.0,37.02909533964654,307.22074847822637,180,-1,9.347221647472589,0.12408999103508178,0.0,0.06335212233747715,1,0.21645779531172624,7.0,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[4],[1.0])","(4,[0],[1.0])",83.0,232.0,261.0,194.0,140.0,-99.0,87.0,113.0,28.0,144.0,-117.0,-30.0,32.0,29.0,78.0,115.0,209.0,56.0,85.0,38.0
CUS_0x8a40,2023-02-01,8.0,5.0,32.0,43,19.0,25.97,6.0,39.12824193375235,213.73462608051148,63,6,9.79731281660203,0.24152991184491823,0.048778760140353816,0.0995588519217173,1,0.04942108770552623,0.8571428571428571,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[4],[1.0])","(4,[0],[1.0])",13.0,81.0,128.0,261.0,94.0,121.0,-24.0,159.0,9.0,146.0,209.0,30.0,112.0,109.0,131.0,158.0,171.0,-116.0,-45.0,60.0
CUS_0x8a48,2023-02-01,6.0,7.0,13.0,8,13.0,11.59,5.0,26.92758502065197,349.1775967226412,263,4,10.030602025700508,0.04379959614177133,0.02185553444992992,0.029916222720895787,1,0.3516792671935577,1.0,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",76.0,56.0,190.0,188.0,12.0,78.0,133.0,257.0,123.0,12.0,88.0,126.0,89.0,30.0,255.0,9.0,167.0,-23.0,150.0,138.0
CUS_0x8aa3,2023-02-01,5.0,6.0,3.0,1,8.0,8.26,1.0,37.57590654161293,260.2123723174395,368,3,11.081812340518841,0.019210188471455347,0.03076735690614009,0.07495192649506544,1,0.20909535506699178,0.25,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",261.0,65.0,168.0,150.0,85.0,31.0,2.0,258.0,76.0,218.0,41.0,230.0,221.0,-19.0,112.0,257.0,104.0,124.0,152.0,157.0
CUS_0x8abb,2023-02-01,3.0,4.0,19.0,12,10.0,7.9,4.0,39.79556587734543,415.4454220589518,243,-1,11.10983074527038,0.01657556287418698,0.0,0.07535831987472674,1,0.3756295185710243,4.0,"(4,[2],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[0],[1.0])",99.0,150.0,197.0,214.0,240.0,137.0,214.0,6.0,5.0,130.0,223.0,-1.0,119.0,256.0,-33.0,200.0,50.0,-25.0,144.0,4.0
CUS_0x8afa,2023-02-01,7.0,10.0,18.0,60,22.0,17.81,8.0,31.98639941461664,35.34182916907946,113,8,10.924449782750186,0.06972638614024568,0.0790892724988117,0.07816167298429903,1,0.009385754507745172,0.8888888888888888,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",160.0,101.0,100.0,182.0,248.0,238.0,22.0,52.0,186.0,-35.0,135.0,-64.0,-77.0,-76.0,119.0,107.0,118.0,196.0,73.0,167.0
CUS_0x8b25,2023-02-01,8.0,7.0,16.0,17,16.0,18.72,9.0,37.40128991313992,338.34261017761435,105,5,10.554836741612363,0.09244043798976814,0.029195909047197027,0.056355665034244176,1,0.09566357324057068,1.5,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",145.0,39.0,176.0,198.0,148.0,155.0,140.0,184.0,3.0,95.0,73.0,30.0,-147.0,102.0,25.0,174.0,48.0,-106.0,117.0,88.0
CUS_0x8b66,2023-02-01,4.0,7.0,5.0,23,9.0,10.81,2.0,37.34521676022399,497.1353467471484,246,1,10.576200366294506,0.034846336855577774,0.007868616486433251,0.01109257870422052,1,0.3644910561128213,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[12],[1.0])","(4,[0],[1.0])",-71.0,79.0,248.0,118.0,71.0,55.0,43.0,84.0,88.0,167.0,141.0,189.0,-70.0,-80.0,3.0,23.0,188.0,32.0,144.0,43.0
CUS_0x8bcf,2023-02-01,7.0,3.0,9.0,31,11.0,15.25,5.0,38.50027651350904,359.0208861898905,141,2,10.232626897676251,0.013362268545584652,0.06358628191945606,0.0427431580414359,1,0.9667325963048535,1.6666666666666667,"(4,[2],[1.0])","(7,[6],[1.0])","(3,[0],[1.0])","(16,[6],[1.0])","(4,[1],[1.0])",15.0,256.0,19.0,85.0,161.0,199.0,47.0,-113.0,226.0,198.0,131.0,-73.0,194.0,256.0,153.0,-152.0,237.0,41.0,172.0,191.0
CUS_0x8ca3,2023-02-01,10.0,9.0,27.0,23,19.0,27.4,9.0,24.61719709322597,265.380725363686,24,5,10.356820494836265,0.12259301908807357,0.028419126680939953,0.08092690182668053,1,0.06902628717523321,1.5,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[4],[1.0])","(4,[2],[1.0])",144.0,78.0,231.0,53.0,-1.0,-1.0,-45.0,121.0,271.0,107.0,20.0,-5.0,143.0,152.0,42.0,171.0,-32.0,261.0,94.0,127.0
CUS_0x8cd3,2023-02-01,5.0,5.0,10.0,24,9.0,15.89,4.0,42.89247007159644,1017.06410641506,209,-1,11.56700997030166,0.007303800075371329,0.0,0.013295497124678056,1,1.3187871373434978,4.0,"(4,[2],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[14],[1.0])","(4,[2],[1.0])",41.0,258.0,130.0,106.0,84.0,-81.0,-21.0,-38.0,234.0,70.0,64.0,-105.0,258.0,208.0,92.0,-13.0,245.0,167.0,147.0,180.0
CUS_0x8ce7,2023-02-01,6.0,8.0,15.0,11,12.0,14.65,12.0,31.95783809717837,409.3148033019991,148,6,11.012233983545878,0.030760516961073493,0.038321565152874555,0.03173488778630775,1,0.2199572234294501,1.7142857142857142,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[12],[1.0])","(4,[2],[1.0])",42.0,-111.0,71.0,111.0,23.0,179.0,141.0,3.0,-43.0,63.0,43.0,224.0,106.0,76.0,255.0,165.0,-35.0,149.0,255.0,196.0
CUS_0x8cf2,2023-02-01,2.0,6.0,7.0,10,9.0,10.97,3.0,22.11874622364853,251.41704883545933,197,4,10.479344451016702,0.030313090685428416,0.044010779418565564,0.06287469379441815,1,0.23386457231380517,0.6,"(4,[2],[1.0])","(7,[5],[1.0])","(3,[1],[1.0])","(16,[1],[1.0])","(4,[1],[1.0])",107.0,50.0,49.0,157.0,151.0,43.0,54.0,266.0,132.0,117.0,103.0,218.0,112.0,92.0,155.0,214.0,-11.0,116.0,-26.0,262.0
CUS_0x8d7c,2023-02-01,8.0,6.0,19.0,20,21.0,16.4,5.0,37.01577068003309,602.7672862677482,250,2,11.10009837384464,0.011338718936463009,0.013459489708743827,0.025813589281390655,1,0.8035552208202992,1.6666666666666667,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[4],[1.0])","(4,[0],[1.0])",59.0,-9.0,73.0,132.0,8.0,77.0,123.0,230.0,-43.0,275.0,225.0,61.0,160.0,-16.0,238.0,212.0,7.0,60.0,-5.0,107.0
CUS_0x8df6,2023-02-01,10.0,8.0,25.0,47,23.0,16.88,12.0,37.543990808876885,230.9879079158992,76,7,8.878496010203659,0.5944322664886658,0.03633978407639467,0.1300089506487632,1,0.05437250574594978,1.5,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[0],[1.0])",-14.0,237.0,-1.0,94.0,-34.0,85.0,129.0,74.0,34.0,217.0,183.0,144.0,73.0,125.0,185.0,-6.0,141.0,-84.0,92.0,193.0
CUS_0x8e81,2023-02-01,7.0,3.0,10.0,8,19.0,10.41,8.0,36.337952840418055,240.18431528072028,99,7,11.113053684996583,0.013048660065691534,0.051662524702935426,0.055102620122883444,1,0.2753905791122533,1.0,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",164.0,102.0,47.0,16.0,176.0,128.0,148.0,-10.0,-1.0,237.0,82.0,68.0,197.0,190.0,-26.0,179.0,4.0,13.0,101.0,238.0
CUS_0x8e88,2023-02-01,8.0,6.0,24.0,24,23.0,26.76,13.0,29.52777664536888,1.7799845296881358,123,8,10.969493140502257,0.048726176342204885,0.04253329467461593,0.11647731010526162,1,0.000982056016252812,1.4444444444444444,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",22.0,258.0,-3.0,149.0,81.0,155.0,163.0,29.0,229.0,71.0,66.0,230.0,78.0,96.0,204.0,-29.0,-38.0,140.0,261.0,131.0
CUS_0x8e9b,2023-02-01,10.0,10.0,18.0,30,19.0,23.99,11.0,37.865668074107326,156.31696337543542,132,8,10.930080788302808,0.06130112076150095,0.0720519497029634,0.058512876177145845,1,0.04595221933624326,1.2222222222222223,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[3],[1.0])",59.0,138.0,261.0,127.0,-108.0,77.0,52.0,126.0,79.0,171.0,121.0,45.0,217.0,92.0,-36.0,119.0,164.0,-19.0,97.0,116.0
CUS_0x8eb0,2023-02-01,10.0,10.0,15.0,28,20.0,24.99,14.0,29.884906912907294,360.46235520672246,71,7,10.633644349729952,0.11120209732457166,0.050331466539912946,0.019393458055125736,1,0.07829300340858529,1.75,"(4,[3],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[1],[1.0])",237.0,143.0,94.0,112.0,133.0,252.0,121.0,184.0,271.0,173.0,-63.0,98.0,118.0,77.0,245.0,205.0,180.0,112.0,115.0,-79.0
CUS_0x8ec8,2023-02-01,8.0,5.0,31.0,18,14.0,7.56,7.0,32.46157965214408,192.90985485833625,209,5,10.300319501938896,0.04319934153987678,35.95805979130941,0.1074977225740273,1,0.15080403071792467,1.1666666666666667,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[2],[1.0])","(16,[9],[1.0])","(4,[2],[1.0])",230.0,155.0,260.0,190.0,215.0,89.0,265.0,73.0,147.0,209.0,32.0,29.0,-21.0,-66.0,166.0,114.0,-7.0,261.0,52.0,262.0
CUS_0x8f6b,2023-02-01,7.0,6.0,10.0,20,16.0,16.83,7.0,33.233129687012216,372.29829591802735,390,3,10.265741007607556,0.001294756999867044,0.023150256282668875,0.024412545668604367,1,9.7722066994248,1.75,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[11],[1.0])","(4,[3],[1.0])",149.0,234.0,108.0,153.0,142.0,61.0,99.0,16.0,63.0,-43.0,157.0,163.0,258.0,204.0,98.0,162.0,251.0,212.0,71.0,85.0
CUS_0x90d8,2023-02-01,5.0,4.0,25.0,24,11.0,11.28,7.0,38.8612098194388,219.09699124714382,110,7,11.126260717350746,0.03660269670146034,0.06623799902949103,0.012187355160751222,1,0.08848155821617126,0.875,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[3],[1.0])","(4,[1],[1.0])",137.0,27.0,204.0,84.0,93.0,235.0,112.0,191.0,201.0,275.0,50.0,-41.0,-34.0,99.0,24.0,15.0,233.0,261.0,261.0,43.0
CUS_0x90e2,2023-02-01,5.0,7.0,15.0,28,8.0,12.48,10.0,31.248816556850343,338.5307302689409,230,4,10.217497241693708,0.03590137504264363,0.02879625779854726,0.021651061018014627,1,0.3450831176316339,2.0,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[1],[1.0])",68.0,-28.0,42.0,256.0,101.0,145.0,251.0,21.0,106.0,175.0,157.0,119.0,132.0,-98.0,68.0,147.0,-40.0,158.0,-13.0,203.0
CUS_0x9177,2023-02-01,2.0,5.0,9.0,4,6.0,5.42,4.0,31.055604712324985,281.97830569578116,370,2,10.490510314627665,0.03989741055044532,0.01430558437437534,0.025741583798271024,1,0.19703128769175898,1.3333333333333333,"(4,[1],[1.0])","(7,[6],[1.0])","(3,[1],[1.0])","(16,[13],[1.0])","(4,[0],[1.0])",224.0,78.0,199.0,18.0,38.0,57.0,30.0,266.0,-31.0,107.0,129.0,-108.0,223.0,193.0,154.0,164.0,258.0,137.0,-55.0,104.0
CUS_0x918c,2023-02-01,6.0,10.0,11.0,2,10.0,15.51,6.0,31.20304351812233,318.19529231118184,224,6,10.474438285147425,0.05345408257526064,0.045452668410883086,0.045357062235477336,1,0.16859915504335568,0.8571428571428571,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[3],[1.0])",-113.0,201.0,-46.0,132.0,85.0,-72.0,-16.0,82.0,257.0,38.0,137.0,193.0,-59.0,157.0,64.0,132.0,-53.0,115.0,92.0,33.0
CUS_0x919,2023-02-01,1.0,7.0,10.0,18,6.0,9.78,2.0,39.3758787739448,813.1609750356787,249,2,11.587803597617064,0.008700882057555313,0.014082875887583234,0.023218987571922832,1,0.8672912361630256,0.6666666666666666,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[12],[1.0])","(4,[2],[1.0])",19.0,177.0,164.0,135.0,143.0,91.0,97.0,253.0,152.0,-57.0,121.0,56.0,60.0,148.0,59.0,-34.0,85.0,261.0,198.0,198.0
CUS_0x91e5,2023-02-01,8.0,6.0,18.0,19,11.0,9.32,3.0,31.86869212588101,267.8215342064865,285,2,9.413053843186864,0.052418447785884385,0.011656113198848059,0.10701461092493454,1,0.4180869299301479,1.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[11],[1.0])","(4,[2],[1.0])",197.0,16.0,250.0,83.0,79.0,59.0,113.0,266.0,83.0,105.0,16.0,157.0,154.0,-63.0,102.0,75.0,29.0,33.0,8.0,9.0
CUS_0x933f,2023-02-01,4.0,6.0,3.0,13,14.0,3.91,3.0,30.293271017916343,551.7457058543054,200,1,11.816574582976056,0.006240581591173741,0.00625574147278151,0.06810296436410941,1,0.6530009402037938,1.5,"(4,[0],[1.0])","(7,[4],[1.0])","(3,[1],[1.0])","(16,[15],[1.0])","(4,[1],[1.0])",261.0,97.0,-43.0,131.0,134.0,78.0,169.0,-53.0,172.0,141.0,-7.0,47.0,121.0,-2.0,227.0,106.0,258.0,25.0,221.0,67.0
CUS_0x9368,2023-02-01,8.0,7.0,15.0,8,14.0,0.0,4.0,34.2751739933517,259.08054233711744,80,2,9.107804197442729,0.16520829143793858,0.02010750118962638,0.12305471322996164,0,0.17430737114438732,1.3333333333333333,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[1],[1.0])",132.0,129.0,51.0,35.0,-12.0,-66.0,43.0,84.0,233.0,118.0,61.0,86.0,90.0,-72.0,115.0,202.0,118.0,-12.0,29.0,152.0
CUS_0x9443,2023-02-01,6.0,7.0,20.0,44,15.0,-2.3600000000000003,8.0,34.275827693078554,263.9130576232193,233,9,9.012512409893802,0.2876158881477518,0.0707753771675843,0.04877631034115428,1,0.11220755367535507,0.8,"(4,[3],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[12],[1.0])","(4,[0],[1.0])",245.0,-8.0,215.0,215.0,5.0,219.0,265.0,184.0,230.0,31.0,86.0,167.0,89.0,-3.0,255.0,-4.0,146.0,246.0,261.0,145.0
CUS_0x944f,2023-02-01,5.0,7.0,10.0,8,11.0,18.95,5.0,34.576886232863366,392.22743002343407,196,4,10.463319602799453,0.0070307650602426846,0.02402569088991108,0.03155548358211344,1,1.591176425457994,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[9],[1.0])","(4,[0],[1.0])",226.0,11.0,-15.0,-27.0,153.0,252.0,46.0,102.0,121.0,145.0,185.0,173.0,258.0,-77.0,115.0,48.0,138.0,56.0,186.0,-48.0
