loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x4649_2023_06_01,CUS_0x4649,2023-06-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-12-01
CUS_0x4649_2023_06_01,CUS_0x4649,2023-06-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-01-01
CUS_0x4649_2023_06_01,CUS_0x4649,2023-06-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-02-01
CUS_0x4649_2023_06_01,CUS_0x4649,2023-06-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-03-01
CUS_0x4649_2023_06_01,CUS_0x4649,2023-06-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-04-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-06-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-07-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-08-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-09-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-10-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-11-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2023-12-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-01-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-02-01
CUS_0x464f_2023_05_01,CUS_0x464f,2023-05-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-03-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-01-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-02-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-03-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-04-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-05-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-06-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-07-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-08-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-09-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-10-01
CUS_0x4655_2024_01_01,CUS_0x4655,2024-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-11-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-09-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-10-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-11-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-12-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2025-01-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-02-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-03-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-04-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-06-01
CUS_0x4657_2024_09_01,CUS_0x4657,2024-09-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-07-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-11-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-12-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-01-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,3,10000,1000.0,0.0,1000.0,8000.0,2024-02-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,4,10000,1000.0,0.0,2000.0,8000.0,2024-03-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,5,10000,1000.0,0.0,3000.0,8000.0,2024-04-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,6,10000,1000.0,0.0,4000.0,8000.0,2024-05-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,7,10000,1000.0,0.0,5000.0,8000.0,2024-06-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,8,10000,1000.0,0.0,6000.0,8000.0,2024-07-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,9,10000,1000.0,0.0,7000.0,8000.0,2024-08-01
CUS_0x465c_2023_11_01,CUS_0x465c,2023-11-01,10,10,10000,1000.0,0.0,8000.0,8000.0,2024-09-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-07-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-08-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-09-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-10-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-11-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-12-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-01-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-02-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-03-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-04-01
CUS_0x4661_2024_07_01,CUS_0x4661,2024-07-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-05-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-01-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-02-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-03-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-04-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-06-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-07-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2023-08-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2023-09-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2023-10-01
CUS_0x4662_2023_01_01,CUS_0x4662,2023-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2023-11-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-06-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-07-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-08-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-09-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-10-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-11-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-12-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-01-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-02-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-03-01
CUS_0x4669_2024_06_01,CUS_0x4669,2024-06-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-04-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-03-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-04-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-06-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-07-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-08-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-09-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2023-10-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2023-11-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2023-12-01
CUS_0x466a_2023_03_01,CUS_0x466a,2023-03-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-01-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-06-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-07-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-08-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,3,10000,1000.0,0.0,1000.0,8000.0,2023-09-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,4,10000,1000.0,2000.0,0.0,6000.0,2023-10-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,5,10000,1000.0,0.0,1000.0,6000.0,2023-11-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,6,10000,1000.0,0.0,2000.0,6000.0,2023-12-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,7,10000,1000.0,0.0,3000.0,6000.0,2024-01-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,8,10000,1000.0,0.0,4000.0,6000.0,2024-02-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,9,10000,1000.0,0.0,5000.0,6000.0,2024-03-01
CUS_0x466e_2023_06_01,CUS_0x466e,2023-06-01,10,10,10000,1000.0,0.0,6000.0,6000.0,2024-04-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-01-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,1,10000,1000.0,0.0,1000.0,10000.0,2023-02-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,2,10000,1000.0,2000.0,0.0,8000.0,2023-03-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,3,10000,1000.0,0.0,1000.0,8000.0,2023-04-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,4,10000,1000.0,0.0,2000.0,8000.0,2023-05-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,5,10000,1000.0,0.0,3000.0,8000.0,2023-06-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,6,10000,1000.0,0.0,4000.0,8000.0,2023-07-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,7,10000,1000.0,0.0,5000.0,8000.0,2023-08-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,8,10000,1000.0,0.0,6000.0,8000.0,2023-09-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,9,10000,1000.0,0.0,7000.0,8000.0,2023-10-01
CUS_0x4671_2023_01_01,CUS_0x4671,2023-01-01,10,10,10000,1000.0,0.0,8000.0,8000.0,2023-11-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-10-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-11-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-12-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-01-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-02-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-03-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-04-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-05-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-06-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-07-01
CUS_0x4672_2023_10_01,CUS_0x4672,2023-10-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-08-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-01-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-02-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-03-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-04-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-06-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-07-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2023-08-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2023-09-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2023-10-01
CUS_0x4674_2023_01_01,CUS_0x4674,2023-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2023-11-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-02-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-03-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-04-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-05-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-06-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-07-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-08-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-09-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-10-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-11-01
CUS_0x467e_2024_02_01,CUS_0x467e,2024-02-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-12-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-12-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,1,10000,1000.0,0.0,1000.0,10000.0,2024-01-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,2,10000,1000.0,0.0,2000.0,10000.0,2024-02-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,3,10000,1000.0,0.0,3000.0,10000.0,2024-03-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,4,10000,1000.0,0.0,4000.0,10000.0,2024-04-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,5,10000,1000.0,0.0,5000.0,10000.0,2024-05-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,6,10000,1000.0,0.0,6000.0,10000.0,2024-06-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,7,10000,1000.0,0.0,7000.0,10000.0,2024-07-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,8,10000,1000.0,0.0,8000.0,10000.0,2024-08-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,9,10000,1000.0,0.0,9000.0,10000.0,2024-09-01
CUS_0x467f_2023_12_01,CUS_0x467f,2023-12-01,10,10,10000,1000.0,0.0,10000.0,10000.0,2024-10-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-07-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-08-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-09-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-10-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-11-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-12-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-01-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-02-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-03-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-04-01
CUS_0x4681_2023_07_01,CUS_0x4681,2023-07-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-05-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-05-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-06-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-07-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-08-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-09-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-10-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-11-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-12-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-01-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-02-01
CUS_0x4683_2024_05_01,CUS_0x4683,2024-05-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-03-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-01-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-02-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-03-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-04-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-06-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-07-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2023-08-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2023-09-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2023-10-01
CUS_0x4688_2023_01_01,CUS_0x4688,2023-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2023-11-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-02-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-03-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-04-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-06-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-07-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-08-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2023-09-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2023-10-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2023-11-01
CUS_0x468a_2023_02_01,CUS_0x468a,2023-02-01,10,10,10000,1000.0,1000.0,0.0,0.0,2023-12-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-05-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-06-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-07-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-08-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2024-09-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,5,10000,1000.0,0.0,2000.0,7000.0,2024-10-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,6,10000,1000.0,0.0,3000.0,7000.0,2024-11-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,7,10000,1000.0,0.0,4000.0,7000.0,2024-12-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,8,10000,1000.0,0.0,5000.0,7000.0,2025-01-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,9,10000,1000.0,0.0,6000.0,7000.0,2025-02-01
CUS_0x468b_2024_05_01,CUS_0x468b,2024-05-01,10,10,10000,1000.0,0.0,7000.0,7000.0,2025-03-01
CUS_0x4691_2024_04_01,CUS_0x4691,2024-04-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-04-01
