Customer_ID,loan_id,label,snapshot_date
CUS_0x26d0,CUS_0x26d0_2023_05_01,0,2023-11-01
CUS_0x270e,CUS_0x270e_2023_05_01,1,2023-11-01
CUS_0x2777,CUS_0x2777_2023_05_01,0,2023-11-01
CUS_0x2803,CUS_0x2803_2023_05_01,0,2023-11-01
CUS_0x280b,CUS_0x280b_2023_05_01,0,2023-11-01
CUS_0x282a,CUS_0x282a_2023_05_01,1,2023-11-01
CUS_0x2879,CUS_0x2879_2023_05_01,1,2023-11-01
CUS_0x2950,CUS_0x2950_2023_05_01,0,2023-11-01
CUS_0x295f,CUS_0x295f_2023_05_01,0,2023-11-01
CUS_0x2976,CUS_0x2976_2023_05_01,0,2023-11-01
CUS_0x2a08,CUS_0x2a08_2023_05_01,1,2023-11-01
CUS_0x2a83,CUS_0x2a83_2023_05_01,0,2023-11-01
CUS_0x2a9a,CUS_0x2a9a_2023_05_01,0,2023-11-01
CUS_0x2ad6,CUS_0x2ad6_2023_05_01,0,2023-11-01
CUS_0x2b94,CUS_0x2b94_2023_05_01,0,2023-11-01
CUS_0x2c18,CUS_0x2c18_2023_05_01,1,2023-11-01
CUS_0x2c54,CUS_0x2c54_2023_05_01,0,2023-11-01
CUS_0x2c6a,CUS_0x2c6a_2023_05_01,1,2023-11-01
CUS_0x2c87,CUS_0x2c87_2023_05_01,0,2023-11-01
CUS_0x2c99,CUS_0x2c99_2023_05_01,1,2023-11-01
CUS_0x2cb1,CUS_0x2cb1_2023_05_01,0,2023-11-01
CUS_0x2db7,CUS_0x2db7_2023_05_01,0,2023-11-01
CUS_0x2dd5,CUS_0x2dd5_2023_05_01,0,2023-11-01
CUS_0x2deb,CUS_0x2deb_2023_05_01,0,2023-11-01
CUS_0x2e5e,CUS_0x2e5e_2023_05_01,0,2023-11-01
CUS_0x2ed7,CUS_0x2ed7_2023_05_01,0,2023-11-01
CUS_0x2ff6,CUS_0x2ff6_2023_05_01,0,2023-11-01
CUS_0x3023,CUS_0x3023_2023_05_01,1,2023-11-01
CUS_0x3077,CUS_0x3077_2023_05_01,0,2023-11-01
CUS_0x3091,CUS_0x3091_2023_05_01,0,2023-11-01
CUS_0x30f7,CUS_0x30f7_2023_05_01,0,2023-11-01
CUS_0x3191,CUS_0x3191_2023_05_01,0,2023-11-01
CUS_0x31d5,CUS_0x31d5_2023_05_01,0,2023-11-01
CUS_0x3201,CUS_0x3201_2023_05_01,0,2023-11-01
CUS_0x32b8,CUS_0x32b8_2023_05_01,0,2023-11-01
CUS_0x3319,CUS_0x3319_2023_05_01,0,2023-11-01
CUS_0x333e,CUS_0x333e_2023_05_01,0,2023-11-01
CUS_0x3340,CUS_0x3340_2023_05_01,1,2023-11-01
CUS_0x347b,CUS_0x347b_2023_05_01,1,2023-11-01
CUS_0x3489,CUS_0x3489_2023_05_01,0,2023-11-01
CUS_0x34c9,CUS_0x34c9_2023_05_01,1,2023-11-01
CUS_0x34ed,CUS_0x34ed_2023_05_01,0,2023-11-01
CUS_0x3507,CUS_0x3507_2023_05_01,0,2023-11-01
CUS_0x35bd,CUS_0x35bd_2023_05_01,0,2023-11-01
CUS_0x35cb,CUS_0x35cb_2023_05_01,0,2023-11-01
CUS_0x35e6,CUS_0x35e6_2023_05_01,1,2023-11-01
CUS_0x36b4,CUS_0x36b4_2023_05_01,0,2023-11-01
CUS_0x3768,CUS_0x3768_2023_05_01,0,2023-11-01
CUS_0x3777,CUS_0x3777_2023_05_01,0,2023-11-01
CUS_0x37e3,CUS_0x37e3_2023_05_01,0,2023-11-01
CUS_0x3866,CUS_0x3866_2023_05_01,1,2023-11-01
CUS_0x38c1,CUS_0x38c1_2023_05_01,0,2023-11-01
CUS_0x3910,CUS_0x3910_2023_05_01,0,2023-11-01
CUS_0x3913,CUS_0x3913_2023_05_01,0,2023-11-01
CUS_0x39d4,CUS_0x39d4_2023_05_01,1,2023-11-01
CUS_0x3a0b,CUS_0x3a0b_2023_05_01,0,2023-11-01
CUS_0x3b2b,CUS_0x3b2b_2023_05_01,0,2023-11-01
CUS_0x3b36,CUS_0x3b36_2023_05_01,0,2023-11-01
CUS_0x3b89,CUS_0x3b89_2023_05_01,0,2023-11-01
CUS_0x3bb8,CUS_0x3bb8_2023_05_01,1,2023-11-01
CUS_0x3be2,CUS_0x3be2_2023_05_01,0,2023-11-01
CUS_0x3c09,CUS_0x3c09_2023_05_01,0,2023-11-01
CUS_0x3c46,CUS_0x3c46_2023_05_01,0,2023-11-01
CUS_0x3d26,CUS_0x3d26_2023_05_01,0,2023-11-01
CUS_0x3d51,CUS_0x3d51_2023_05_01,0,2023-11-01
CUS_0x3d9c,CUS_0x3d9c_2023_05_01,0,2023-11-01
CUS_0x3de0,CUS_0x3de0_2023_05_01,0,2023-11-01
CUS_0x3f18,CUS_0x3f18_2023_05_01,0,2023-11-01
CUS_0x3f6,CUS_0x3f6_2023_05_01,0,2023-11-01
CUS_0x3f9,CUS_0x3f9_2023_05_01,1,2023-11-01
CUS_0x404d,CUS_0x404d_2023_05_01,0,2023-11-01
CUS_0x40a3,CUS_0x40a3_2023_05_01,1,2023-11-01
CUS_0x4122,CUS_0x4122_2023_05_01,1,2023-11-01
CUS_0x412f,CUS_0x412f_2023_05_01,0,2023-11-01
CUS_0x417b,CUS_0x417b_2023_05_01,1,2023-11-01
CUS_0x4182,CUS_0x4182_2023_05_01,0,2023-11-01
CUS_0x41c9,CUS_0x41c9_2023_05_01,0,2023-11-01
CUS_0x41de,CUS_0x41de_2023_05_01,1,2023-11-01
CUS_0x41fa,CUS_0x41fa_2023_05_01,0,2023-11-01
CUS_0x42d2,CUS_0x42d2_2023_05_01,1,2023-11-01
CUS_0x4318,CUS_0x4318_2023_05_01,0,2023-11-01
CUS_0x434c,CUS_0x434c_2023_05_01,0,2023-11-01
CUS_0x4389,CUS_0x4389_2023_05_01,0,2023-11-01
CUS_0x43a7,CUS_0x43a7_2023_05_01,1,2023-11-01
CUS_0x440f,CUS_0x440f_2023_05_01,0,2023-11-01
CUS_0x443a,CUS_0x443a_2023_05_01,0,2023-11-01
CUS_0x446b,CUS_0x446b_2023_05_01,0,2023-11-01
CUS_0x4480,CUS_0x4480_2023_05_01,0,2023-11-01
CUS_0x44a4,CUS_0x44a4_2023_05_01,0,2023-11-01
CUS_0x44bb,CUS_0x44bb_2023_05_01,0,2023-11-01
CUS_0x453a,CUS_0x453a_2023_05_01,0,2023-11-01
CUS_0x45db,CUS_0x45db_2023_05_01,0,2023-11-01
CUS_0x4636,CUS_0x4636_2023_05_01,1,2023-11-01
CUS_0x4638,CUS_0x4638_2023_05_01,0,2023-11-01
CUS_0x464f,CUS_0x464f_2023_05_01,0,2023-11-01
CUS_0x46d2,CUS_0x46d2_2023_05_01,1,2023-11-01
CUS_0x4750,CUS_0x4750_2023_05_01,1,2023-11-01
CUS_0x482d,CUS_0x482d_2023_05_01,0,2023-11-01
CUS_0x48cc,CUS_0x48cc_2023_05_01,0,2023-11-01
CUS_0x4969,CUS_0x4969_2023_05_01,0,2023-11-01
CUS_0x49fe,CUS_0x49fe_2023_05_01,1,2023-11-01
CUS_0x4a9c,CUS_0x4a9c_2023_05_01,0,2023-11-01
CUS_0x4bbb,CUS_0x4bbb_2023_05_01,0,2023-11-01
CUS_0x4be1,CUS_0x4be1_2023_05_01,0,2023-11-01
CUS_0x4ceb,CUS_0x4ceb_2023_05_01,0,2023-11-01
CUS_0x4d33,CUS_0x4d33_2023_05_01,0,2023-11-01
CUS_0x4d3d,CUS_0x4d3d_2023_05_01,1,2023-11-01
CUS_0x4d6d,CUS_0x4d6d_2023_05_01,0,2023-11-01
CUS_0x4da0,CUS_0x4da0_2023_05_01,0,2023-11-01
CUS_0x4dcd,CUS_0x4dcd_2023_05_01,0,2023-11-01
CUS_0x4e14,CUS_0x4e14_2023_05_01,0,2023-11-01
CUS_0x4e47,CUS_0x4e47_2023_05_01,0,2023-11-01
CUS_0x4e8f,CUS_0x4e8f_2023_05_01,1,2023-11-01
CUS_0x4f4f,CUS_0x4f4f_2023_05_01,0,2023-11-01
CUS_0x1015,CUS_0x1015_2023_08_01,0,2024-02-01
CUS_0x1032,CUS_0x1032_2023_08_01,0,2024-02-01
CUS_0x106f,CUS_0x106f_2023_08_01,0,2024-02-01
CUS_0x11c0,CUS_0x11c0_2023_08_01,0,2024-02-01
CUS_0x1255,CUS_0x1255_2023_08_01,0,2024-02-01
CUS_0x12ea,CUS_0x12ea_2023_08_01,0,2024-02-01
CUS_0x1326,CUS_0x1326_2023_08_01,1,2024-02-01
CUS_0x136c,CUS_0x136c_2023_08_01,1,2024-02-01
CUS_0x138f,CUS_0x138f_2023_08_01,1,2024-02-01
CUS_0x13e7,CUS_0x13e7_2023_08_01,1,2024-02-01
CUS_0x143a,CUS_0x143a_2023_08_01,0,2024-02-01
CUS_0x1453,CUS_0x1453_2023_08_01,0,2024-02-01
CUS_0x1471,CUS_0x1471_2023_08_01,0,2024-02-01
CUS_0x14cf,CUS_0x14cf_2023_08_01,0,2024-02-01
CUS_0x15c4,CUS_0x15c4_2023_08_01,0,2024-02-01
CUS_0x15f2,CUS_0x15f2_2023_08_01,1,2024-02-01
CUS_0x1661,CUS_0x1661_2023_08_01,1,2024-02-01
CUS_0x1676,CUS_0x1676_2023_08_01,0,2024-02-01
CUS_0x1709,CUS_0x1709_2023_08_01,0,2024-02-01
CUS_0x17c5,CUS_0x17c5_2023_08_01,0,2024-02-01
CUS_0x181a,CUS_0x181a_2023_08_01,0,2024-02-01
CUS_0x1848,CUS_0x1848_2023_08_01,1,2024-02-01
CUS_0x1864,CUS_0x1864_2023_08_01,0,2024-02-01
CUS_0x1869,CUS_0x1869_2023_08_01,0,2024-02-01
CUS_0x18d4,CUS_0x18d4_2023_08_01,0,2024-02-01
CUS_0x192d,CUS_0x192d_2023_08_01,1,2024-02-01
CUS_0x1930,CUS_0x1930_2023_08_01,0,2024-02-01
CUS_0x1941,CUS_0x1941_2023_08_01,1,2024-02-01
CUS_0x1ab9,CUS_0x1ab9_2023_08_01,0,2024-02-01
CUS_0x1b4d,CUS_0x1b4d_2023_08_01,0,2024-02-01
CUS_0x1bc0,CUS_0x1bc0_2023_08_01,0,2024-02-01
CUS_0x1bdf,CUS_0x1bdf_2023_08_01,1,2024-02-01
CUS_0x1c83,CUS_0x1c83_2023_08_01,0,2024-02-01
CUS_0x1d1c,CUS_0x1d1c_2023_08_01,0,2024-02-01
CUS_0x1d21,CUS_0x1d21_2023_08_01,0,2024-02-01
CUS_0x1dc1,CUS_0x1dc1_2023_08_01,1,2024-02-01
CUS_0x1ec2,CUS_0x1ec2_2023_08_01,0,2024-02-01
CUS_0x1f49,CUS_0x1f49_2023_08_01,0,2024-02-01
CUS_0x1fbb,CUS_0x1fbb_2023_08_01,0,2024-02-01
CUS_0x2037,CUS_0x2037_2023_08_01,0,2024-02-01
CUS_0x2083,CUS_0x2083_2023_08_01,0,2024-02-01
CUS_0x20ac,CUS_0x20ac_2023_08_01,0,2024-02-01
CUS_0x2181,CUS_0x2181_2023_08_01,0,2024-02-01
CUS_0x2238,CUS_0x2238_2023_08_01,0,2024-02-01
CUS_0x22ea,CUS_0x22ea_2023_08_01,0,2024-02-01
CUS_0x23c1,CUS_0x23c1_2023_08_01,0,2024-02-01
CUS_0x2443,CUS_0x2443_2023_08_01,1,2024-02-01
CUS_0x248f,CUS_0x248f_2023_08_01,0,2024-02-01
CUS_0x2493,CUS_0x2493_2023_08_01,1,2024-02-01
CUS_0x24bb,CUS_0x24bb_2023_08_01,0,2024-02-01
CUS_0x25ce,CUS_0x25ce_2023_08_01,0,2024-02-01
CUS_0x25f1,CUS_0x25f1_2023_08_01,0,2024-02-01
CUS_0x2657,CUS_0x2657_2023_08_01,0,2024-02-01
CUS_0x26be,CUS_0x26be_2023_08_01,0,2024-02-01
CUS_0x26d4,CUS_0x26d4_2023_08_01,1,2024-02-01
CUS_0x2761,CUS_0x2761_2023_08_01,0,2024-02-01
CUS_0x27a9,CUS_0x27a9_2023_08_01,0,2024-02-01
CUS_0x27fb,CUS_0x27fb_2023_08_01,0,2024-02-01
CUS_0x288b,CUS_0x288b_2023_08_01,0,2024-02-01
CUS_0x2890,CUS_0x2890_2023_08_01,1,2024-02-01
CUS_0x28b4,CUS_0x28b4_2023_08_01,0,2024-02-01
CUS_0x28ba,CUS_0x28ba_2023_08_01,0,2024-02-01
CUS_0x28d2,CUS_0x28d2_2023_08_01,0,2024-02-01
CUS_0x2907,CUS_0x2907_2023_08_01,0,2024-02-01
CUS_0x2923,CUS_0x2923_2023_08_01,1,2024-02-01
CUS_0x294b,CUS_0x294b_2023_08_01,0,2024-02-01
CUS_0x29d8,CUS_0x29d8_2023_08_01,1,2024-02-01
CUS_0x29ef,CUS_0x29ef_2023_08_01,0,2024-02-01
CUS_0x29fa,CUS_0x29fa_2023_08_01,0,2024-02-01
CUS_0x2a68,CUS_0x2a68_2023_08_01,0,2024-02-01
CUS_0x2a69,CUS_0x2a69_2023_08_01,0,2024-02-01
CUS_0x2aac,CUS_0x2aac_2023_08_01,1,2024-02-01
CUS_0x2aff,CUS_0x2aff_2023_08_01,0,2024-02-01
CUS_0x2b06,CUS_0x2b06_2023_08_01,0,2024-02-01
CUS_0x2b58,CUS_0x2b58_2023_08_01,0,2024-02-01
CUS_0x2b73,CUS_0x2b73_2023_08_01,0,2024-02-01
CUS_0x2b8a,CUS_0x2b8a_2023_08_01,1,2024-02-01
CUS_0x2ba8,CUS_0x2ba8_2023_08_01,0,2024-02-01
CUS_0x2be8,CUS_0x2be8_2023_08_01,0,2024-02-01
CUS_0x2c90,CUS_0x2c90_2023_08_01,1,2024-02-01
CUS_0x2cf4,CUS_0x2cf4_2023_08_01,0,2024-02-01
CUS_0x2e50,CUS_0x2e50_2023_08_01,1,2024-02-01
CUS_0x2ea1,CUS_0x2ea1_2023_08_01,0,2024-02-01
CUS_0x2ec3,CUS_0x2ec3_2023_08_01,0,2024-02-01
CUS_0x2fec,CUS_0x2fec_2023_08_01,0,2024-02-01
CUS_0x301b,CUS_0x301b_2023_08_01,0,2024-02-01
CUS_0x301d,CUS_0x301d_2023_08_01,0,2024-02-01
CUS_0x3065,CUS_0x3065_2023_08_01,0,2024-02-01
CUS_0x30d0,CUS_0x30d0_2023_08_01,1,2024-02-01
CUS_0x3183,CUS_0x3183_2023_08_01,0,2024-02-01
CUS_0x3190,CUS_0x3190_2023_08_01,0,2024-02-01
CUS_0x319c,CUS_0x319c_2023_08_01,0,2024-02-01
CUS_0x3264,CUS_0x3264_2023_08_01,0,2024-02-01
CUS_0x32ba,CUS_0x32ba_2023_08_01,0,2024-02-01
CUS_0x3325,CUS_0x3325_2023_08_01,0,2024-02-01
CUS_0x3359,CUS_0x3359_2023_08_01,0,2024-02-01
CUS_0x34a9,CUS_0x34a9_2023_08_01,1,2024-02-01
CUS_0x34ce,CUS_0x34ce_2023_08_01,1,2024-02-01
CUS_0x35fe,CUS_0x35fe_2023_08_01,0,2024-02-01
CUS_0x362a,CUS_0x362a_2023_08_01,0,2024-02-01
CUS_0x365f,CUS_0x365f_2023_08_01,0,2024-02-01
CUS_0x36b0,CUS_0x36b0_2023_08_01,0,2024-02-01
CUS_0x36f3,CUS_0x36f3_2023_08_01,0,2024-02-01
CUS_0x3787,CUS_0x3787_2023_08_01,0,2024-02-01
CUS_0x37d5,CUS_0x37d5_2023_08_01,1,2024-02-01
CUS_0x37ec,CUS_0x37ec_2023_08_01,1,2024-02-01
CUS_0x38b8,CUS_0x38b8_2023_08_01,0,2024-02-01
CUS_0x394a,CUS_0x394a_2023_08_01,0,2024-02-01
CUS_0x3bd2,CUS_0x3bd2_2023_08_01,0,2024-02-01
CUS_0x3bfd,CUS_0x3bfd_2023_08_01,0,2024-02-01
CUS_0x3cd2,CUS_0x3cd2_2023_08_01,0,2024-02-01
CUS_0x3d16,CUS_0x3d16_2023_08_01,0,2024-02-01
CUS_0x3e34,CUS_0x3e34_2023_08_01,1,2024-02-01
CUS_0x3e75,CUS_0x3e75_2023_08_01,0,2024-02-01
CUS_0x3faa,CUS_0x3faa_2023_08_01,1,2024-02-01
CUS_0x3fc2,CUS_0x3fc2_2023_08_01,0,2024-02-01
CUS_0x3fcb,CUS_0x3fcb_2023_08_01,0,2024-02-01
CUS_0x3fe8,CUS_0x3fe8_2023_08_01,1,2024-02-01
CUS_0x404c,CUS_0x404c_2023_08_01,0,2024-02-01
CUS_0x4052,CUS_0x4052_2023_08_01,0,2024-02-01
CUS_0x407a,CUS_0x407a_2023_08_01,0,2024-02-01
CUS_0x4127,CUS_0x4127_2023_08_01,1,2024-02-01
CUS_0x4148,CUS_0x4148_2023_08_01,1,2024-02-01
CUS_0x4200,CUS_0x4200_2023_08_01,0,2024-02-01
CUS_0x425,CUS_0x425_2023_08_01,0,2024-02-01
CUS_0x4274,CUS_0x4274_2023_08_01,0,2024-02-01
CUS_0x4287,CUS_0x4287_2023_08_01,1,2024-02-01
CUS_0x42db,CUS_0x42db_2023_08_01,0,2024-02-01
CUS_0x437a,CUS_0x437a_2023_08_01,0,2024-02-01
CUS_0x43cf,CUS_0x43cf_2023_08_01,0,2024-02-01
CUS_0x443e,CUS_0x443e_2023_08_01,0,2024-02-01
CUS_0x446,CUS_0x446_2023_08_01,1,2024-02-01
CUS_0x4460,CUS_0x4460_2023_08_01,0,2024-02-01
CUS_0x4482,CUS_0x4482_2023_08_01,0,2024-02-01
CUS_0x44b9,CUS_0x44b9_2023_08_01,0,2024-02-01
CUS_0x44d2,CUS_0x44d2_2023_08_01,0,2024-02-01
CUS_0x4563,CUS_0x4563_2023_08_01,0,2024-02-01
CUS_0x45b,CUS_0x45b_2023_08_01,1,2024-02-01
CUS_0x45e5,CUS_0x45e5_2023_08_01,0,2024-02-01
CUS_0x45f1,CUS_0x45f1_2023_08_01,0,2024-02-01
CUS_0x4601,CUS_0x4601_2023_08_01,1,2024-02-01
CUS_0x46bf,CUS_0x46bf_2023_08_01,0,2024-02-01
CUS_0x46ea,CUS_0x46ea_2023_08_01,0,2024-02-01
CUS_0x4844,CUS_0x4844_2023_08_01,1,2024-02-01
CUS_0x48dc,CUS_0x48dc_2023_08_01,0,2024-02-01
CUS_0x4967,CUS_0x4967_2023_08_01,1,2024-02-01
CUS_0x4993,CUS_0x4993_2023_08_01,0,2024-02-01
CUS_0x4999,CUS_0x4999_2023_08_01,0,2024-02-01
CUS_0x49fa,CUS_0x49fa_2023_08_01,0,2024-02-01
CUS_0x4ab4,CUS_0x4ab4_2023_08_01,0,2024-02-01
CUS_0x4ad5,CUS_0x4ad5_2023_08_01,0,2024-02-01
CUS_0x4aeb,CUS_0x4aeb_2023_08_01,1,2024-02-01
CUS_0x4b44,CUS_0x4b44_2023_08_01,0,2024-02-01
CUS_0x4b5d,CUS_0x4b5d_2023_08_01,0,2024-02-01
CUS_0x4bc0,CUS_0x4bc0_2023_08_01,0,2024-02-01
CUS_0x4cab,CUS_0x4cab_2023_08_01,0,2024-02-01
CUS_0x4cf1,CUS_0x4cf1_2023_08_01,1,2024-02-01
CUS_0x4d01,CUS_0x4d01_2023_08_01,0,2024-02-01
CUS_0x4d1,CUS_0x4d1_2023_08_01,0,2024-02-01
CUS_0x4d71,CUS_0x4d71_2023_08_01,1,2024-02-01
CUS_0x4d8b,CUS_0x4d8b_2023_08_01,0,2024-02-01
CUS_0x4e43,CUS_0x4e43_2023_08_01,1,2024-02-01
CUS_0x4e71,CUS_0x4e71_2023_08_01,0,2024-02-01
CUS_0x4ea9,CUS_0x4ea9_2023_08_01,1,2024-02-01
CUS_0x4f0a,CUS_0x4f0a_2023_08_01,1,2024-02-01
CUS_0x4f2f,CUS_0x4f2f_2023_08_01,0,2024-02-01
CUS_0x4f31,CUS_0x4f31_2023_08_01,0,2024-02-01
CUS_0x4f49,CUS_0x4f49_2023_08_01,0,2024-02-01
CUS_0x4fac,CUS_0x4fac_2023_08_01,1,2024-02-01
CUS_0x4fb1,CUS_0x4fb1_2023_08_01,1,2024-02-01
CUS_0x4fee,CUS_0x4fee_2023_08_01,0,2024-02-01
CUS_0x10dd,CUS_0x10dd_2024_06_01,0,2024-12-01
CUS_0x1109,CUS_0x1109_2024_06_01,1,2024-12-01
CUS_0x1286,CUS_0x1286_2024_06_01,0,2024-12-01
CUS_0x12a8,CUS_0x12a8_2024_06_01,0,2024-12-01
CUS_0x1309,CUS_0x1309_2024_06_01,0,2024-12-01
CUS_0x13f8,CUS_0x13f8_2024_06_01,0,2024-12-01
CUS_0x1472,CUS_0x1472_2024_06_01,0,2024-12-01
CUS_0x15a3,CUS_0x15a3_2024_06_01,0,2024-12-01
CUS_0x15f4,CUS_0x15f4_2024_06_01,0,2024-12-01
CUS_0x15f8,CUS_0x15f8_2024_06_01,0,2024-12-01
CUS_0x1640,CUS_0x1640_2024_06_01,1,2024-12-01
CUS_0x1699,CUS_0x1699_2024_06_01,1,2024-12-01
CUS_0x16b1,CUS_0x16b1_2024_06_01,0,2024-12-01
CUS_0x16c4,CUS_0x16c4_2024_06_01,0,2024-12-01
CUS_0x16d5,CUS_0x16d5_2024_06_01,0,2024-12-01
CUS_0x172d,CUS_0x172d_2024_06_01,1,2024-12-01
CUS_0x1743,CUS_0x1743_2024_06_01,1,2024-12-01
CUS_0x17e9,CUS_0x17e9_2024_06_01,0,2024-12-01
CUS_0x17f3,CUS_0x17f3_2024_06_01,0,2024-12-01
CUS_0x180f,CUS_0x180f_2024_06_01,0,2024-12-01
CUS_0x18ab,CUS_0x18ab_2024_06_01,0,2024-12-01
CUS_0x18e8,CUS_0x18e8_2024_06_01,0,2024-12-01
CUS_0x1a4b,CUS_0x1a4b_2024_06_01,0,2024-12-01
CUS_0x1a9f,CUS_0x1a9f_2024_06_01,1,2024-12-01
CUS_0x1b0a,CUS_0x1b0a_2024_06_01,0,2024-12-01
CUS_0x1b88,CUS_0x1b88_2024_06_01,1,2024-12-01
CUS_0x1b8a,CUS_0x1b8a_2024_06_01,0,2024-12-01
CUS_0x1d51,CUS_0x1d51_2024_06_01,0,2024-12-01
CUS_0x1f00,CUS_0x1f00_2024_06_01,0,2024-12-01
CUS_0x1f33,CUS_0x1f33_2024_06_01,0,2024-12-01
CUS_0x2010,CUS_0x2010_2024_06_01,0,2024-12-01
CUS_0x2080,CUS_0x2080_2024_06_01,0,2024-12-01
CUS_0x20c8,CUS_0x20c8_2024_06_01,0,2024-12-01
CUS_0x2141,CUS_0x2141_2024_06_01,1,2024-12-01
CUS_0x21f2,CUS_0x21f2_2024_06_01,0,2024-12-01
CUS_0x2353,CUS_0x2353_2024_06_01,1,2024-12-01
CUS_0x238c,CUS_0x238c_2024_06_01,0,2024-12-01
CUS_0x23a4,CUS_0x23a4_2024_06_01,1,2024-12-01
CUS_0x23ad,CUS_0x23ad_2024_06_01,0,2024-12-01
CUS_0x23ff,CUS_0x23ff_2024_06_01,0,2024-12-01
CUS_0x240c,CUS_0x240c_2024_06_01,1,2024-12-01
CUS_0x244e,CUS_0x244e_2024_06_01,0,2024-12-01
CUS_0x254e,CUS_0x254e_2024_06_01,0,2024-12-01
CUS_0x259d,CUS_0x259d_2024_06_01,0,2024-12-01
CUS_0x2647,CUS_0x2647_2024_06_01,1,2024-12-01
CUS_0x2719,CUS_0x2719_2024_06_01,1,2024-12-01
CUS_0x271a,CUS_0x271a_2024_06_01,1,2024-12-01
CUS_0x2798,CUS_0x2798_2024_06_01,0,2024-12-01
CUS_0x2816,CUS_0x2816_2024_06_01,1,2024-12-01
CUS_0x28b5,CUS_0x28b5_2024_06_01,0,2024-12-01
CUS_0x28cb,CUS_0x28cb_2024_06_01,0,2024-12-01
CUS_0x28e3,CUS_0x28e3_2024_06_01,0,2024-12-01
CUS_0x28f3,CUS_0x28f3_2024_06_01,0,2024-12-01
CUS_0x2934,CUS_0x2934_2024_06_01,0,2024-12-01
CUS_0x29b2,CUS_0x29b2_2024_06_01,0,2024-12-01
CUS_0x29d2,CUS_0x29d2_2024_06_01,0,2024-12-01
CUS_0x2ae9,CUS_0x2ae9_2024_06_01,0,2024-12-01
CUS_0x2b7d,CUS_0x2b7d_2024_06_01,1,2024-12-01
CUS_0x2b84,CUS_0x2b84_2024_06_01,1,2024-12-01
CUS_0x2b8c,CUS_0x2b8c_2024_06_01,1,2024-12-01
CUS_0x2b8e,CUS_0x2b8e_2024_06_01,0,2024-12-01
CUS_0x2ca9,CUS_0x2ca9_2024_06_01,0,2024-12-01
CUS_0x2d02,CUS_0x2d02_2024_06_01,0,2024-12-01
CUS_0x2d48,CUS_0x2d48_2024_06_01,1,2024-12-01
CUS_0x2d52,CUS_0x2d52_2024_06_01,1,2024-12-01
CUS_0x2d81,CUS_0x2d81_2024_06_01,0,2024-12-01
CUS_0x2db4,CUS_0x2db4_2024_06_01,1,2024-12-01
CUS_0x2dd2,CUS_0x2dd2_2024_06_01,0,2024-12-01
CUS_0x2e10,CUS_0x2e10_2024_06_01,1,2024-12-01
CUS_0x2e19,CUS_0x2e19_2024_06_01,0,2024-12-01
CUS_0x2e76,CUS_0x2e76_2024_06_01,0,2024-12-01
CUS_0x2ed4,CUS_0x2ed4_2024_06_01,0,2024-12-01
CUS_0x2f38,CUS_0x2f38_2024_06_01,0,2024-12-01
CUS_0x2f49,CUS_0x2f49_2024_06_01,0,2024-12-01
CUS_0x2f91,CUS_0x2f91_2024_06_01,1,2024-12-01
CUS_0x301f,CUS_0x301f_2024_06_01,0,2024-12-01
CUS_0x30fc,CUS_0x30fc_2024_06_01,0,2024-12-01
CUS_0x3134,CUS_0x3134_2024_06_01,0,2024-12-01
CUS_0x3159,CUS_0x3159_2024_06_01,0,2024-12-01
CUS_0x333c,CUS_0x333c_2024_06_01,0,2024-12-01
CUS_0x335a,CUS_0x335a_2024_06_01,1,2024-12-01
CUS_0x3374,CUS_0x3374_2024_06_01,0,2024-12-01
CUS_0x33b8,CUS_0x33b8_2024_06_01,1,2024-12-01
CUS_0x3407,CUS_0x3407_2024_06_01,1,2024-12-01
CUS_0x3439,CUS_0x3439_2024_06_01,0,2024-12-01
CUS_0x345e,CUS_0x345e_2024_06_01,1,2024-12-01
CUS_0x3463,CUS_0x3463_2024_06_01,0,2024-12-01
CUS_0x3482,CUS_0x3482_2024_06_01,0,2024-12-01
CUS_0x3556,CUS_0x3556_2024_06_01,0,2024-12-01
CUS_0x3592,CUS_0x3592_2024_06_01,0,2024-12-01
CUS_0x36c7,CUS_0x36c7_2024_06_01,0,2024-12-01
CUS_0x36d4,CUS_0x36d4_2024_06_01,0,2024-12-01
CUS_0x370c,CUS_0x370c_2024_06_01,0,2024-12-01
CUS_0x3722,CUS_0x3722_2024_06_01,0,2024-12-01
CUS_0x3756,CUS_0x3756_2024_06_01,0,2024-12-01
CUS_0x375e,CUS_0x375e_2024_06_01,1,2024-12-01
CUS_0x376e,CUS_0x376e_2024_06_01,0,2024-12-01
CUS_0x385d,CUS_0x385d_2024_06_01,0,2024-12-01
CUS_0x38e6,CUS_0x38e6_2024_06_01,1,2024-12-01
CUS_0x392a,CUS_0x392a_2024_06_01,0,2024-12-01
CUS_0x3941,CUS_0x3941_2024_06_01,0,2024-12-01
CUS_0x39d6,CUS_0x39d6_2024_06_01,0,2024-12-01
CUS_0x3a02,CUS_0x3a02_2024_06_01,0,2024-12-01
CUS_0x3a30,CUS_0x3a30_2024_06_01,0,2024-12-01
CUS_0x3aa9,CUS_0x3aa9_2024_06_01,1,2024-12-01
CUS_0x3ad2,CUS_0x3ad2_2024_06_01,1,2024-12-01
CUS_0x3aeb,CUS_0x3aeb_2024_06_01,0,2024-12-01
CUS_0x3b46,CUS_0x3b46_2024_06_01,1,2024-12-01
